Course,University,Department,Entry Requirements,URL
['Bioinformatics - MSc/PgDip/PgCert'],['University of Glasgow'],"['College of Medical, Veterinary & Life Sciences']","['Normally an upper second-class Honours degree or equivalent in a relevant subject. Professional experience may be taken into account. Applicants with a lower second-class Honours degree in a relevant subject will be considered on a case-by-case basis. ', ' ', 'You do not need to have previous experience in computer programming, but you should be numerate as part of the programme is spent learning programming and many of the courses involve statistical analysis. We may admit you if your background is outside molecular biology and we are confident that you can develop your understanding of the biology background in a timely manner. ', ' ']",https://www.findamasters.com/common/clickCount.aspx?theid=29573&type=211&did=4814&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2fbioinformatics%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-mvls-pgt-fam23%26utm_term%3dbioinformatics%26utm_content%3dfeatured
['FinTech with Business Analytics MSc'],['University of Westminster'],['Data Science and Informatics'],"['A minimum of an upper second class honours degree (2:1). ', ' ', 'If your first language is not English you should have an IELTS 6.5 with at least 6.5 in writing and no element below 6.0.']",https://www.findamasters.com/common/clickCount.aspx?theid=62317&type=211&did=8442&url=https%3a%2f%2fwww.westminster.ac.uk%2faccounting-and-finance-data-science-and-informatics-courses%2f2023-24%2fseptember%2ffull-time%2ffintech-with-business-analytics-msc
['MSc Supply Chain and Logistics Analytics'],['Queen Mary University of London'],['School of Business & Management'],"['A 2:1 or above at undergraduate level in in any subject, provided the degree contains satisfactory study of Mathematics and Statistics. Subjects likely to contain sufficient quantitative elements include Accounting, Mathematics, Sciences, Engineering, Computer Science, Economics and Finance. ', ' ', 'Students from less quantitatively oriented degrees, such as Management and Politics, are welcome if they have focused on the more quantitative elements of those degrees.']",https://www.findamasters.com/common/clickCount.aspx?theid=73403&type=211&did=4800&url=https%3a%2f%2fwww.qmul.ac.uk%2fpostgraduate%2ftaught%2fcoursefinder%2fcourses%2fsupply-chain-and-logistics-analytics-msc%2f
['Economics MSc'],['Newcastle University'],['Newcastle University Business School'],"['Typically a 2:1 honours degree from a UK university, or international equivalent, in economics or joint honours with a major component of economics. You are expected to have a good standard in mathematics (eg. calculus, matrix algebra, constrained optimisation) and statistics (eg. probability theory, statistical inference, hypothesis testing, simple regressions) achieved at undergraduate level. ', ' ', 'If you have a 2:1 degree in a related subject that is highly quantitative (eg finance, statistics, operations research, mathematics, engineering) you may be considered with approval from an academic selector.']",https://www.findamasters.com/common/clickCount.aspx?theid=71489&type=211&did=3176&url=https%3a%2f%2fwww.ncl.ac.uk%2fpostgraduate%2fdegrees%2f5464f%2f
['Behavioural and Experimental Economics MSc'],['Newcastle University'],['Newcastle University Business School'],"['Typically a 2:1 honours degree from a UK university, or international equivalent, in economics or joint honours with a major component of economics. You are expected to have a good standard in mathematics (eg. calculus, matrix algebra, constrained optimisation) and statistics (eg. probability theory, statistical inference, hypothesis testing, simple regressions) achieved at undergraduate level. ', ' ', 'If you have a 2:1 degree in a related subject that is highly quantitative (eg finance, statistics, operations research, mathematics, engineering) you may be considered with approval from an academic selector.']",https://www.findamasters.com/common/clickCount.aspx?theid=71488&type=211&did=3176&url=https%3a%2f%2fwww.ncl.ac.uk%2fpostgraduate%2fdegrees%2f5466f%2f
['Business Analytics - MSc'],['University of Bristol'],['Faculty of Social Sciences and Law'],"['An upper second-class undergraduate honours degree or international equivalent in any of the following subjects: ', ' ', 'Operational Research, Management Science, Decision science, Mathematics, Statistics, Data Science, Finance (not Accounting and Finance), Economics, Computer Science, Physics, Engineering, Biomedical/Life Sciences. ', ' ', 'OR ', ' ', 'An upper second-class honours degree or international equivalent in any discipline that includes 65% or above in at least 2 quantitative units. ', ' ', 'For more information visit the institution website.']",https://www.findamasters.com/common/clickCount.aspx?theid=63037&type=211&did=6199&url=http%3a%2f%2fwww.bristol.ac.uk%2fstudy%2fpostgraduate%2fssl%2fmsc-business-analytics%2f%3futm_source%3dfindamasters.com%26utm_medium%3dreferral%26utm_campaign%3dlistings
['MSc - Artificial Intelligence'],['Loughborough University'],['Computer Science'],"['A 2:2 honours degree (or equivalent international qualification) in a Computer related degree such as: Computer Science, Computer Engineering, Information Technology, Information Security, Software Engineering. Modules in Networking and Programming must have been completed. ', ' ', 'Applicants must meet the minimum English language requirements. Further details are available on the International website. ', ' ', 'Please see course website for further details.']",https://www.findamasters.com/common/clickCount.aspx?theid=59577&type=211&did=2290&url=https%3a%2f%2fwww.lboro.ac.uk%2fstudy%2fpostgraduate%2fmasters-degrees%2fa-z%2fartificial-intelligence%2f%3futm_source%3dfau%26utm_medium%3dcourse_listing%26utm_campaign%3dpgt_202425%26utm_term%3dartificial_int
['MSc Internet of Things and Future Networks'],['Queen Mary University of London'],['School of Electronic Engineering and Computer Science'],"['A 2:1 or above at undergraduate level in Electronic Engineering, Computer Science, Mathematics or a related discipline. ', ' ', 'Find out more about how to apply for our postgraduate taught courses.']",https://www.findamasters.com/common/clickCount.aspx?theid=45450&type=211&did=2155&url=https%3a%2f%2fwww.qmul.ac.uk%2fpostgraduate%2ftaught%2fcoursefinder%2fcourses%2finternet-of-things-and-future-networks-msc%2f
['Social Statistics and Social Research MSc'],['University of Stirling'],['Education and Social Sciences'],"['A minimum of a second class honours degree (2.1 preferred) or equivalent in a relevant subject. Applicants without these formal qualifications but with significant appropriate/relevant work/life experience are encouraged to apply. ', ' ', 'A willingness to learn advanced statistical methods is more important than a strong background in the area. Basic experience of a statistical software, such as SPSS, Stata, R or Excel is useful but not essential.']",https://www.findamasters.com/common/clickCount.aspx?theid=37800&type=211&did=8078&url=https%3a%2f%2fwww.stir.ac.uk%2fcourses%2fpg-taught%2fsocial-research-statistics-and-social-research%2f
['Business Analytics and Finance MSc'],['University of Southampton'],['Faculty of Social Sciences'],"['You’ll need a 2:1 degree in a subject with an element of quantitative study such as: ', ' ', 'finance ', 'economics ', 'sciences ', 'engineering ', 'computer science ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=37672&type=211&did=6917&url=https%3a%2f%2fwww.southampton.ac.uk%2fcourses%2fbusiness-analytics-and-finance-masters-msc%3futm_source%3d-pg-aggregator%26utm_medium%3d%26utm_content%3dcourse%26utm_campaign%3dPG2024
['Business Analytics and Management Sciences MSc'],['University of Southampton'],['Faculty of Social Sciences'],"['You’ll need a 2:1 degree that demonstrates quantitative study, in a subject like: ', ' ', 'accounting ', 'economics ', 'finance ', 'maths ', 'management sciences ', 'engineering ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=32326&type=211&did=6917&url=https%3a%2f%2fwww.southampton.ac.uk%2fcourses%2fbusiness-analytics-and-management-science-masters-msc%3futm_source%3dpg-aggregator-export%26utm_medium%3dreferral%26utm_content%3dapply%26utm_campaign%3dPG2023
['MSc Survey Methods for Social Research'],['University of Essex'],['Department of Sociology and Criminology'],"['A degree with an overall 2:2, or international equivalent, in a Social Science, Humanities, Statistics or Maths. Your degree must also include at least two quantitative or research methods modules (this can also include the research project/dissertation). ', ' ', 'Applications from students with a degree below a 2:2 or equivalent, or a non-social sciences degree will be considered dependent on any relevant professional or voluntary experience, previous modules studied and/or personal statement.']",https://www.findamasters.com/common/clickCount.aspx?theid=17053&type=211&did=3317&url=https%3a%2f%2fwww.essex.ac.uk%2fcourses%2fpg00813%2f1%2fmsc-survey-methods-for-social-research%3futm_campaign%3dnn-pg-advertising-campaign-2163%26utm_source%3dfind-a-masters%26utm_medium%3dcourse-listing%26utm_content%3dmsc-survey-methods-for-social-research
['5G Advanced Communications MSc'],['University of Strathclyde'],['Department of Electronic & Electrical Engineering'],"['Normally a first-class or second-class honours degree (or international equivalent) in electronic, electrical or communications engineering, or a related physical sciences subject from a recognised academic institution.']",https://www.findamasters.com/common/clickCount.aspx?theid=12268&type=211&did=460&url=https%3a%2f%2fwww.strath.ac.uk%2fcourses%2fpostgraduatetaught%2f5gadvancedcommunications%2f
['Economic Evaluation in Healthcare MSc'],"['City, University of London']",['School of Policy and Global Affairs'],"['You should have: ', ' ', '· Some mathematical background (A-level, IB, AP or any other equivalent secondary school qualification) ', 'and ', ' ', '· An upper second class (or equivalent) undergraduate degree in an economics related discipline (e.g. Finance, Business), Pharmacy, Medicine, Nursing or any other health science related discipline. ', ' ', 'Students with a good lower second class in one of the above disciplines might be considered on a case-by-case basis.']",https://www.findamasters.com/common/clickCount.aspx?theid=11657&type=211&did=4030&url=https%3a%2f%2fwww.city.ac.uk%2fprospective-students%2fcourses%2fpostgraduate%2feconomic-evaluation-in-health-care%3futm_source%3dfindamasters%26utm_medium%3dreferral%26utm_campaign%3dAnnualPlan
